region	Europe	46.818188	8.227512
region	North America	37.09024	-95.712891
region	South America	-16.290154	-63.588653
region	Africa	6.611111	20.939444
region	Asia	61.52401	105.318756
region	Oceania	-25.274398	133.775136
			
country	Kenya	-0.023559	37.906193
country	USA	37.09024	-95.712891
country	Egypt	26.820553	30.802498
country	Romania	45.943161	24.96676
country	Israel	31.046051	34.851612
country	France	46.227638	2.213749
country	Tunisia	33.886917	9.537499
country	Russia	48.708	44.5133
country	Uganda	1.373333	32.290275
country	Morocco	31.791702	-7.09262
country	Czech Republic	49.817492	15.472962
country	India	20.593684	78.96288
country	Mexico	23.634501	-102.55278
country	Hungary	47.162494	19.503304
country	Madagascar	-18.766947	46.869107
country	Senegal	14.497401	-14.452362
country	Central African Republic	6.611111	20.939444
country	Canada	56.130366	-106.34677
country	South Africa	-30.559482	22.937506
country	Italy	41.87194	12.56738
country	Spain	40.463667	-3.74922
country	Argentina	-38.416097	-63.616672
country	Australia	-25.274398	133.775136
country	Nigeria	9.081999	8.675277
country	Cyprus	35.126413	33.429859
country	Malaysia	4.210484	101.975766
country	Austria	47.516231	14.550072
country	Democratic Republic of the Congo	-4.038333	21.758664
country	Greece	39.074208	21.824312
country	Colombia	4.570868	-74.297333
country	Azerbaijan	40.143105	47.576927
country	Ukraine	48.379433	31.16558
country	China	35.86166	104.195397
country	Serbia	44.016521	21.005859
country	British Virgin Islands	18.420695	-64.639968
country	Nepal	28.394857	84.124008
country	Turkey	38.963745	35.243322
country	Bulgaria	42.733883	25.48583
country	United Arab Emirates	23.424076	53.847818
country	Kazakhstan	48.019573	66.923684
country	Zambia	-13.133897	27.849332
country	Germany	51.165691	10.451526
country	Singapore	1.352083	103.819836
country	Iran	32.427908	53.688046
country	Belgium	50.503887	4.469936
country	Slovakia	48.669026	19.699024
country	Brazil	-14.235004	-51.92528
country	Slovenia	46.151241	14.995463
country	Netherlands	52.132633	5.291266
country	Namibia	-22.95764	18.49041
			
state	Kenya/unknown	-0.023559	37.906193
state	USA/unknown	37.09024	-95.712891
state	Egypt/unknown	26.820553	30.802498
state	Romania/unknown	45.943161	24.96676
state	Israel/unknown	31.046051	34.851612
state	France/unknown	46.227638	2.213749
state	Tunisia/unknown	33.886917	9.537499
state	Russia/unknown	61.52401	105.318756
state	Uganda/unknown	1.373333	32.290275
state	Morocco/unknown	31.791702	-7.09262
state	Czech Republic/unknown	49.817492	15.472962
state	India/unknown	20.593684	78.96288
state	Mexico/unknown	23.634501	-102.55278
state	Hungary/unknown	47.162494	19.503304
state	Madagascar/unknown	-18.766947	46.869107
state	Senegal/unknown	14.497401	-14.452362
state	Central African Republic/unknown	6.611111	20.939444
state	Canada/unknown	56.130366	-106.34677
state	South Africa/unknown	-30.559482	22.937506
state	Italy/unknown	41.87194	12.56738
state	Spain/unknown	40.463667	-3.74922
state	Argentina/unknown	-38.416097	-63.616672
state	Australia/unknown	-25.274398	133.775136
state	Nigeria/unknown	9.081999	8.675277
state	Cyprus/unknown	35.126413	33.429859
state	Malaysia/unknown	4.210484	101.975766
state	Austria/unknown	47.516231	14.550072
state	Democratic Republic of the Congo/unknown	-4.038333	21.758664
state	Greece/unknown	39.074208	21.824312
state	Colombia/unknown	4.570868	-74.297333
state	Azerbaijan/unknown	40.143105	47.576927
state	Ukraine/unknown	48.379433	31.16558
state	China/unknown	35.86166	104.195397
state	Serbia/unknown	44.016521	21.005859
state	British Virgin Islands/unknown	18.420695	-64.639968
state	Nepal/unknown	28.394857	84.124008
state	Turkey/unknown	38.963745	35.243322
state	Bulgaria/unknown	42.733883	25.48583
state	United Arab Emirates/unknown	23.424076	53.847818
state	Kazakhstan/unknown	48.019573	66.923684
state	Zambia/unknown	-13.133897	27.849332
state	Germany/unknown	51.165691	10.451526
state	Singapore/unknown	1.352083	103.819836
state	Iran/unknown	32.427908	53.688046
state	Belgium/unknown	50.503887	4.469936
state	Slovakia/unknown	48.669026	19.699024
state	Brazil/unknown	-14.235004	-51.92528
state	Slovenia/unknown	46.151241	14.995463
state	Netherlands/unknown	52.132633	5.291266
state	Namibia/unknown	-22.95764	18.49041
